ID,y
678,108.01274
679,103.62399
682,105.62017
685,107.50053
687,96.43253
688,95.256966
693,111.85425
696,99.01222
698,93.84106
701,101.840225
704,98.117645
705,116.98295
709,104.064156
710,98.715034
711,108.397705
712,99.14518
714,110.40716
715,90.86741
716,109.201164
717,94.48258
720,116.17212
721,94.04813
724,105.34552
725,95.34598
726,100.73664
728,110.24333
731,97.40602
734,111.60039
738,93.16968
745,105.67085
746,92.00051
751,78.42804
754,95.77544
756,99.01481
758,98.182915
759,109.31363
761,117.82382
766,99.61861
767,107.21485
768,89.10577
769,112.7194
770,98.32515
771,83.336655
772,107.372856
773,96.14927
774,103.47728
776,110.56268
777,104.67611
780,113.93968
782,105.4169
787,102.91224
788,94.895195
792,91.01701
793,114.53563
798,108.22766
800,92.39528
806,109.201164
809,111.054115
811,106.822685
812,96.44128
814,117.274345
816,107.918304
817,94.38241
818,108.59471
820,99.94794
823,95.14594
829,94.13496
830,112.22964
831,92.55358
834,109.80934
839,102.772705
841,83.60718
844,104.803696
845,94.87121
848,91.46266
850,116.95447
851,106.721275
852,96.62188
854,93.27826
855,104.620605
856,110.32292
859,102.050064
861,103.47728
864,93.08487
865,103.95162
866,91.8794
867,98.06517
869,96.848564
871,92.7318
872,109.201164
882,102.55633
883,93.487274
885,94.71023
888,98.69533
893,107.10646
901,108.2971
903,104.90442
904,93.58571
905,108.0089
910,100.07811
911,112.69669
914,111.0476
918,106.935265
921,92.37582
928,96.98542
929,108.852104
932,103.51216
933,95.62618
934,100.07811
935,109.183624
937,80.07383
939,94.473976
940,106.1536
941,99.286285
942,105.62533
943,92.86353
944,105.16092
947,109.201164
949,109.43904
951,101.874504
952,94.641624
953,104.90442
954,77.089096
957,110.609314
959,90.20782
960,110.63286
963,117.274345
965,109.201164
967,108.68943
971,94.64562
972,77.55705
973,91.8437
974,110.91223
975,99.628395
978,108.25193
980,96.94447
981,94.293915
984,110.241165
986,100.07811
988,89.10577
989,107.0545
990,105.8749
992,108.2971
996,103.71013
999,109.082695
1000,103.961296
1001,103.95162
1002,90.287415
1003,110.56268
1004,90.72819
1008,110.32914
1009,102.27706
1010,107.13166
1012,110.010956
1013,96.272446
1014,106.99427
1015,94.369934
1016,117.06062
1019,93.66617
1020,107.47033
1021,100.07811
1022,98.35505
1024,100.07811
1025,92.638306
1027,96.48519
1028,109.843254
1029,98.88557
1030,99.655914
1033,110.58727
1036,102.02586
1037,107.864174
1038,91.67707
1042,94.473976
1043,105.6951
1044,96.11482
1045,110.601395
1047,114.87187
1050,94.61492
1051,108.43765
1054,94.791115
1056,94.293915
1057,95.24356
1059,93.74565
1062,105.92518
1063,101.03636
1064,94.293915
1066,94.3649
1070,112.15267
1076,110.413025
1077,99.140366
1078,111.386925
1080,108.0064
1082,100.59184
1083,99.26022
1089,105.72975
1091,98.69533
1093,95.99199
1097,94.86944
1099,96.585464
1101,100.07811
1103,100.18406
1104,111.32139
1106,106.033035
1109,93.389465
1110,110.24256
1111,107.737854
1112,110.561775
1114,94.38827
1116,96.29542
1117,108.55534
1120,100.91625
1124,111.585175
1125,95.76648
1126,113.081665
1134,107.4764
1137,90.923996
1138,111.48687
1144,110.86778
1145,94.8131
1146,92.59061
1148,100.6227
1150,98.5879
1152,104.803696
1153,101.440704
1154,106.72782
1155,95.246704
1157,98.10123
1162,96.1786
1165,111.20073
1166,97.63381
1167,101.82625
1168,103.36669
1169,102.050064
1171,118.7052
1172,102.47278
1173,102.050064
1174,97.6274
1176,106.40161
1177,107.8672
1178,95.94499
1182,111.84766
1186,101.862816
1187,104.4489
1188,92.16896
1189,113.8614
1191,107.03783
1192,95.742744
1197,112.074936
1198,94.47756
1200,79.030396
1201,93.8221
1203,97.92055
1209,117.274345
1214,107.54672
1218,110.274506
1222,99.04165
1226,97.12258
1228,97.05316
1230,102.80315
1232,79.299736
1233,108.679504
1236,112.98833
1238,100.74169
1241,110.86778
1244,99.27031
1246,102.308754
1247,99.91286
1250,104.60576
1251,99.31945
1254,105.27853
1255,98.699394
1256,109.8843
1257,98.61146
1258,111.294044
1259,111.65342
1260,93.98474
1263,112.10658
1267,79.93367
1268,109.94091
1271,97.25521
1272,107.58832
1274,105.332184
1275,96.1786
1276,108.91951
1277,90.86995
1279,92.59061
1281,97.91662
1282,92.16896
1283,106.21754
1285,105.28454
1286,94.09629
1289,112.39492
1296,97.94378
1299,101.75632
1301,103.71013
1306,89.66028
1307,95.41167
1308,94.897766
1313,108.91951
1314,95.308716
1315,110.24256
1316,93.25785
1317,108.275665
1319,92.552025
1323,106.490166
1324,108.83002
1325,96.26191
1328,103.07097
1329,92.07864
1330,103.47728
1331,100.376305
1332,104.98137
1337,101.06188
1338,99.216934
1339,91.36539
1340,101.6496
1343,107.823616
1347,110.41758
1348,97.46309
1349,108.181915
1352,94.21331
1354,103.54028
1359,111.55941
1360,101.31124
1363,108.14659
1364,100.05601
1365,103.75013
1366,100.259544
1372,98.28639
1375,99.28206
1376,97.602455
1378,96.94372
1379,109.069664
1380,101.67129
1381,101.38168
1384,109.38185
1387,100.35711
1388,106.72849
1392,75.33299
1394,102.02419
1395,94.26097
1396,109.42581
1398,96.96533
1399,109.42581
1400,91.90557
1401,92.9425
1403,101.16897
1404,98.38947
1406,109.42581
1407,94.22692
1408,111.749886
1410,80.44394
1412,109.382065
1413,93.86102
1415,96.51077
1420,111.749886
1422,110.297554
1423,100.31726
1424,111.749886
1425,98.01709
1426,80.44394
1427,102.08165
1429,94.39173
1430,108.197235
1431,103.05217
1432,100.558975
1434,109.189735
1437,93.99099
1438,104.797066
1440,109.81291
1441,106.38373
1442,95.55785
1444,106.77256
1445,96.74481
1446,105.06764
1448,93.730835
1453,93.71743
1454,109.382065
1455,93.3962
1456,106.989494
1458,109.382065
1459,94.930084
1461,97.191216
1465,100.35711
1466,110.70487
1469,106.59833
1472,93.71743
1474,95.971535
1477,108.19838
1479,108.240135
1482,109.177505
1483,78.09492
1487,95.079094
1488,105.48905
1490,115.154686
1492,105.45836
1494,116.92326
1496,99.31308
1497,98.82925
1499,104.01993
1502,93.82903
1507,102.52866
1508,94.21331
1509,103.34878
1511,92.97207
1512,108.04373
1513,116.26896
1514,99.51653
1518,112.32
1519,91.80478
1522,111.45193
1524,78.249
1527,95.55785
1529,95.054695
1532,106.567795
1536,112.938774
1537,116.91399
1539,101.65183
1542,111.0471
1543,97.602455
1544,105.19482
1545,80.33339
1550,94.63193
1551,103.35037
1554,114.02065
1556,109.41369
1559,94.71123
1560,77.665855
1562,99.02402
1566,91.857445
1567,111.42785
1569,104.75068
1570,110.02944
1571,108.645294
1574,94.21331
1578,106.803665
1580,93.59222
1583,105.6549
1584,94.21331
1585,107.16535
1586,103.973625
1587,112.6338
1588,95.56505
1590,115.491684
1592,104.522026
1596,96.436066
1598,105.94742
1599,95.55849
1604,108.83375
1606,102.05789
1607,93.86102
1608,99.191505
1609,116.90106
1611,96.68888
1613,96.031334
1616,98.79318
1619,108.37363
1620,94.75549
1621,111.936905
1622,98.76512
1625,109.07392
1627,116.90106
1629,102.245056
1634,98.02459
1636,95.46372
1638,108.60392
1639,97.78958
1641,101.5714
1643,94.69834
1644,103.12596
1645,117.56471
1646,104.91439
1647,112.4754
1648,95.98433
1652,93.59222
1653,113.39837
1656,95.50697
1658,95.55849
1659,108.85659
1661,102.09448
1663,93.86102
1664,104.93405
1665,95.49674
1666,109.41369
1667,100.44715
1668,79.226524
1669,101.730515
1670,94.85795
1672,112.88476
1674,104.62863
1677,105.48905
1678,92.624016
1679,110.948395
1680,100.696495
1683,109.85376
1686,103.79222
1687,110.053024
1689,106.54379
1690,95.02746
1691,115.870224
1692,113.55525
1693,94.21331
1695,96.33196
1696,93.71743
1697,108.83455
1700,109.41369
1701,97.38484
1702,112.6338
1703,92.343254
1704,105.16169
1706,94.96084
1707,109.29363
1708,97.0218
1710,92.78664
1711,105.71812
1713,101.6634
1717,109.0541
1719,106.803665
1720,96.53431
1722,95.43118
1725,104.703545
1726,96.428154
1727,101.11971
1729,105.764
1730,91.113846
1731,107.44923
1733,109.41369
1734,94.48788
1735,110.297554
1738,96.031334
1742,103.78207
1745,104.62863
1747,95.706406
1749,100.2502
1751,97.55065
1752,78.09717
1753,103.46341
1754,95.82173
1755,94.65189
1756,102.056885
1758,106.649506
1759,93.02545
1760,106.37023
1761,108.05451
1762,92.624985
1763,105.97743
1764,108.55724
1766,102.15746
1768,92.99566
1769,80.367096
1771,107.60568
1772,97.92513
1773,108.92051
1774,99.19958
1775,108.37475
1777,111.51665
1779,93.02545
1780,106.53548
1787,92.343254
1788,95.07009
1790,95.97698
1796,112.55156
1801,91.588135
1803,94.06088
1807,111.99976
1809,106.230484
1812,98.00899
1813,109.15189
1814,102.03632
1815,109.8654
1816,96.0456
1818,93.20191
1820,92.24836
1821,115.84874
1822,95.20493
1825,96.652
1826,106.46899
1828,96.10855
1831,103.718056
1836,101.316696
1837,95.744965
1841,95.971535
1844,102.914406
1848,91.68118
1851,101.65183
1852,94.1781
1853,94.86377
1854,97.93485
1856,103.23754
1859,106.230484
1860,98.00513
1861,78.10117
1863,109.84658
1865,96.759705
1866,104.37446
1867,95.301674
1868,92.67977
1872,95.771
1879,97.791626
1880,107.08733
1882,97.56344
1885,109.85376
1887,104.39509
1888,95.52139
1890,103.80131
1894,96.78148
1895,103.37001
1896,93.21029
1897,108.1013
1900,109.38907
1901,94.71123
1902,105.65687
1905,99.40278
1906,108.018555
1912,106.60614
1915,96.08728
1916,108.06403
1917,93.808395
1918,104.29542
1920,78.40269
1923,100.93928
1924,103.2054
1925,96.405685
1930,116.90106
1932,113.098564
1933,111.26532
1934,110.31038
1935,94.64895
1940,80.44394
1941,97.54297
1942,114.13985
1943,102.03652
1944,92.78259
1945,101.71615
1948,116.83438
1949,92.74001
1952,99.49374
1954,94.15902
1955,116.31454
1958,96.82365
1959,84.31967
1960,105.97743
1963,96.17579
1965,103.44574
1968,103.11673
1969,100.05601
1971,96.272354
1972,111.1752
1973,93.09885
1975,91.97238
1977,101.49018
1978,96.59995
1979,109.21676
1981,92.763176
1982,109.845505
1987,110.6515
1988,91.857445
1993,103.75582
1997,93.036125
1999,95.63125
2001,95.97704
2002,115.50198
2003,101.756905
2004,78.24278
2006,111.35189
2007,93.72196
2009,106.4781
2010,93.51044
2013,102.38353
2018,78.66511
2022,98.53078
2024,106.55232
2025,96.419174
2026,104.26251
2030,106.21562
2031,95.50231
2032,106.60614
2033,95.94994
2035,98.95509
2036,112.691475
2037,94.59286
2040,95.633896
2043,107.78167
2044,128.27481
2046,106.48339
2054,109.69733
2055,95.686714
2056,106.53548
2059,94.748184
2060,94.71123
2062,92.86888
2063,109.0628
2066,96.78148
2067,115.01507
2072,100.6945
2073,107.03656
2074,108.670334
2075,100.33705
2076,96.4599
2080,96.30953
2082,94.71123
2085,99.95364
2087,107.74441
2091,107.551674
2092,95.7809
2093,106.53548
2098,100.74709
2101,105.97743
2102,93.08543
2103,80.44394
2105,104.2302
2106,93.374084
2107,101.171906
2110,96.878204
2114,98.78039
2115,113.01432
2117,87.5527
2118,96.41401
2119,105.99071
2120,96.376396
2122,103.111496
2123,112.81833
2126,94.67386
2127,107.503105
2128,96.68532
2129,109.60662
2132,109.98608
2135,105.69911
2138,103.6914
2139,116.90106
2141,111.12203
2142,95.098656
2146,97.24926
2151,110.53607
2157,105.43116
2159,100.46647
2162,92.94168
2164,116.78432
2167,95.06996
2168,110.375755
2171,98.11599
2173,95.16947
2174,104.905365
2175,95.86141
2178,94.095634
2180,96.37755
2185,110.99366
2189,93.96094
2190,112.1638
2192,103.15813
2194,112.524254
2200,104.80931
2201,98.62857
2203,108.83424
2204,97.284096
2205,110.26381
2209,110.08806
2213,103.53243
2214,94.16736
2215,108.733864
2216,98.68526
2218,94.94531
2219,109.90404
2220,101.87805
2222,97.26843
2223,104.68318
2225,110.14788
2226,94.58782
2230,100.808914
2233,112.00145
2234,106.81265
2235,97.284096
2236,77.149635
2237,92.034836
2240,116.07205
2241,95.80149
2248,104.00145
2249,96.752335
2250,101.16869
2252,110.27609
2253,100.0055
2254,111.42306
2256,79.35606
2258,94.227234
2259,101.75411
2262,96.83577
2265,94.34005
2266,103.944534
2269,99.7312
2271,103.99956
2273,95.0257
2274,108.80238
2275,98.38399
2277,98.33514
2279,97.284096
2280,76.7418
2282,96.37755
2283,102.34197
2288,96.41324
2289,106.65239
2291,95.723595
2292,117.55503
2297,108.41431
2298,106.03324
2299,98.61415
2300,111.43642
2301,92.76563
2304,94.577644
2305,101.71291
2306,96.83577
2308,94.459175
2309,100.655464
2311,104.50261
2312,100.45392
2316,103.37781
2321,104.061646
2322,106.55241
2325,106.339806
2326,93.90058
2329,117.55503
2330,98.85658
2331,101.83422
2332,110.81599
2333,96.83577
2334,104.2347
2335,110.769585
2337,105.937775
2338,101.81695
2340,110.81599
2342,94.83689
2345,92.78084
2349,94.718056
2351,77.925606
2352,95.3992
2354,109.22591
2355,112.32844
2357,110.14788
2358,96.00545
2360,95.01265
2361,109.22591
2364,95.42329
2366,99.05671
2369,99.29688
2370,95.244896
2371,111.74067
2373,102.35257
2374,105.07072
2376,112.6338
2378,107.10175
2382,103.56836
2383,93.4997
2386,107.92515
2387,99.839325
2389,98.26596
2390,104.74374
2392,93.919075
2398,110.81599
2399,94.68097
2400,99.26295
2401,110.466354
2402,96.116234
2404,99.79405
2407,101.202065
2408,100.704506
2409,104.95362
2412,86.81063
2413,101.814674
2415,94.43246
2420,101.81374
2422,99.44708
2423,103.55683
2426,93.54923
2432,98.836975
2434,91.897575
2435,95.80578
2436,109.1301
2438,106.15417
2440,106.23032
2443,101.71138
2444,91.872444
2447,104.00145
2450,94.786606
2454,103.92241
2455,108.569595
2459,96.83577
2460,102.507484
2463,97.19009
2465,95.32362
2468,80.44394
2469,96.49851
2474,94.9589
2478,94.94914
2480,91.064804
2481,116.07205
2489,96.37755
2490,101.308205
2492,94.63876
2496,96.83577
2497,100.07827
2500,95.62272
2505,95.68819
2507,99.46616
2508,110.26381
2509,94.84029
2510,77.84333
2513,91.39961
2515,96.37755
2518,93.4997
2519,103.96612
2520,93.4997
2521,107.56419
2523,100.57911
2525,96.83972
2529,110.26381
2530,96.76102
2533,105.38038
2535,92.298645
2538,99.82682
2544,106.83005
2553,110.72281
2556,94.05528
2558,92.7331
2559,111.02109
2560,94.5839
2561,108.74907
2562,97.66067
2563,107.208115
2564,90.85589
2565,112.15268
2567,98.93169
2572,94.180595
2575,97.152534
2576,113.227234
2577,97.096794
2578,97.365524
2579,109.16919
2580,93.94617
2582,103.00164
2583,92.847206
2587,90.89398
2589,109.12468
2590,96.557945
2591,110.26381
2594,97.39688
2597,96.33244
2598,105.33048
2599,95.519
2600,99.52264
2602,115.771255
2603,94.180595
2604,97.54506
2606,100.66845
2607,78.09717
2608,100.60629
2613,110.26381
2614,102.143265
2615,111.285095
2617,109.26527
2620,100.76857
2623,107.83052
2624,98.93734
2627,110.26381
2629,78.09717
2630,94.920395
2632,102.036156
2636,95.8849
2639,105.43675
2640,109.227295
2642,110.26381
2644,107.32033
2646,99.50313
2647,97.375145
2649,94.11472
2650,102.93011
2652,108.79392
2653,97.94394
2655,101.720505
2657,111.12701
2659,107.46159
2662,93.40085
2663,116.07205
2664,96.03296
2665,102.26518
2670,98.36402
2671,108.51765
2672,91.7085
2675,108.79392
2677,109.762825
2679,99.35139
2683,108.25328
2684,97.66836
2685,105.0703
2688,108.16343
2689,103.83254
2690,103.05083
2693,102.69003
2694,107.79043
2697,103.6537
2699,95.92689
2703,95.098976
2705,107.389336
2709,84.01855
2710,94.94038
2711,108.45816
2712,96.934555
2713,97.94828
2714,108.946556
2715,97.89281
2717,94.11363
2718,110.81515
2720,107.56037
2721,96.94829
2726,102.54334
2728,92.24652
2731,104.18988
2732,109.69479
2734,95.54866
2736,103.34522
2737,96.32464
2738,104.51662
2739,100.504906
2746,95.324814
2749,105.542595
2751,117.746155
2752,102.02859
2753,97.512955
2757,101.57069
2758,95.47336
2759,108.40395
2760,103.73211
2762,110.624954
2764,93.56935
2765,108.05477
2769,106.78427
2771,106.15814
2774,94.05672
2776,93.21194
2777,99.68827
2778,95.38864
2779,105.73943
2782,91.823494
2784,94.418594
2787,94.89434
2789,96.88264
2792,96.96955
2798,95.02608
2799,102.093765
2800,96.6008
2801,77.940834
2802,94.73064
2804,97.32608
2807,103.75013
2808,99.983696
2809,100.81589
2811,116.760254
2812,95.44414
2814,93.82787
2816,99.142685
2817,109.26946
2818,100.14903
2820,102.10387
2821,84.35379
2822,97.258804
2823,110.83025
2824,96.89313
2826,98.18285
2829,96.12189
2834,96.7948
2835,79.22032
2838,94.82235
2839,108.266106
2840,92.65486
2841,105.48142
2842,96.83577
2846,113.16913
2848,101.08283
2849,94.023094
2850,108.946556
2851,92.97273
2853,95.520256
2854,110.26381
2858,100.35962
2861,104.0587
2864,94.64895
2865,116.07205
2866,103.6362
2867,92.89903
2868,114.01451
2870,108.346054
2877,102.12923
2878,110.26381
2880,113.04923
2882,77.81463
2883,97.30399
2884,104.19414
2885,97.42102
2887,96.37755
2888,107.924965
2889,91.828186
2890,105.06764
2891,103.60161
2892,116.99906
2893,94.179436
2898,107.33774
2899,98.62769
2900,109.34893
2901,93.681526
2909,105.69372
2910,111.39844
2911,119.2262
2913,97.29433
2914,104.724815
2918,97.77765
2919,107.646866
2920,92.40259
2921,110.26381
2922,99.7356
2923,100.87048
2925,102.83644
2926,93.94617
2927,110.277336
2929,113.444954
2933,95.95571
2934,106.55294
2936,101.48149
2941,97.49219
2942,96.1135
2943,109.13783
2945,102.76194
2950,95.39786
2951,108.17729
2953,106.657906
2954,100.04575
2955,106.41983
2956,100.63749
2960,105.178185
2962,96.925995
2963,104.27664
2964,105.7001
2966,76.7418
2967,95.8834
2968,97.63909
2969,91.71845
2971,92.66027
2972,107.64123
2974,95.054016
2975,106.745125
2977,116.92326
2980,108.028625
2981,90.03056
2983,99.84114
2984,99.60085
2985,117.55503
2986,97.19397
2987,107.64123
2989,97.1464
2990,107.83923
2991,115.21009
2992,80.367096
2995,103.6537
2996,98.77193
3002,110.76581
3004,108.253365
3005,118.204475
3006,95.755295
3010,98.24705
3011,104.02676
3014,93.94617
3015,95.20365
3016,93.99099
3017,100.58996
3018,94.079056
3021,103.10916
3024,105.33048
3028,97.19017
3030,94.71123
3032,93.91311
3039,94.87843
3040,103.78919
3041,98.36476
3043,108.74932
3044,113.38883
3046,105.52307
3055,96.35686
3056,109.54676
3058,93.489204
3059,107.047646
3061,116.91399
3063,106.14578
3066,94.89796
3067,105.33048
3068,77.248085
3069,96.94829
3072,116.44277
3073,112.88476
3074,96.04114
3077,96.60544
3082,101.449425
3084,103.6537
3085,102.47429
3088,107.32033
3091,96.963326
3092,111.775566
3093,99.45812
3094,104.18988
3096,110.31038
3097,91.155136
3098,78.32988
3102,116.63228
3106,93.27497
3109,95.549095
3111,93.95689
3112,118.204475
3113,97.40153
3115,100.6945
3116,105.67191
3117,97.89123
3121,103.53666
3122,94.97932
3123,95.56843
3124,101.216866
3125,93.99099
3126,100.3247
3127,115.870224
3129,92.95262
3130,113.44698
3132,106.30562
3134,108.16587
3135,104.97503
3137,76.50097
3138,120.320724
3140,105.83791
3144,105.38209
3145,104.79797
3146,111.285095
3147,95.09279
3148,103.60747
3149,106.015976
3150,111.80568
3151,96.652664
3152,96.44553
3155,101.08818
3156,108.946556
3159,92.780525
3161,98.94661
3162,107.61697
3163,95.87297
3165,102.4331
3172,103.10923
3173,98.883224
3176,92.27166
3177,107.35758
3179,106.745125
3183,94.38725
3186,94.78719
3187,98.51519
3189,106.14424
3190,97.49909
3192,115.870224
3193,103.10923
3194,112.8465
3197,95.29035
3198,96.3716
3200,101.36556
3201,118.23266
3202,96.3716
3204,95.68819
3205,93.29883
3206,105.23406
3208,104.7441
3210,103.13651
3211,99.86453
3212,116.91399
3213,98.66666
3214,105.451546
3216,105.06764
3219,93.874405
3220,110.892494
3221,97.40153
3226,107.71123
3227,105.59496
3228,98.20807
3229,99.14061
3232,80.44394
3233,94.563484
3234,96.44132
3236,98.551414
3238,110.711395
3239,109.805046
3240,93.50942
3247,109.190605
3249,104.66698
3252,110.07104
3253,98.21731
3254,104.5734
3255,98.241165
3256,109.3997
3257,95.45477
3262,104.04337
3263,108.79392
3264,100.63749
3266,112.334015
3267,101.32144
3269,98.312935
3272,117.55503
3274,95.29035
3275,105.599815
3277,101.978584
3279,99.121086
3280,107.47205
3283,95.20065
3285,96.37755
3287,103.576065
3288,105.33048
3290,100.035355
3291,92.034836
3298,108.43464
3299,95.72899
3302,106.835556
3303,94.10138
3304,104.17947
3307,94.749756
3309,97.70138
3314,76.97481
3316,110.90557
3317,98.001724
3319,95.90908
3320,108.28503
3321,95.18174
3322,103.056984
3324,93.436035
3326,94.87234
3329,100.599236
3330,90.93937
3331,111.35189
3335,116.99906
3337,96.76767
3338,98.80251
3339,98.21603
3340,111.947136
3341,96.47511
3343,94.04811
3346,92.85404
3348,92.8416
3351,105.33048
3352,117.61646
3355,91.97545
3356,110.84551
3358,104.82503
3359,93.91511
3360,101.374535
3371,96.27892
3372,96.267586
3374,96.85785
3377,107.76909
3378,92.341736
3380,106.81586
3382,101.11597
3386,96.91749
3389,102.352585
3391,106.57783
3393,96.62911
3394,107.01267
3395,93.79506
3397,110.26381
3398,103.1404
3399,83.0278
3400,95.14097
3404,104.56304
3407,111.04122
3409,101.55128
3419,101.83433
3421,98.15231
3425,94.852394
3427,80.830925
3428,117.55503
3429,107.92215
3431,96.27319
3435,93.628395
3436,108.80457
3439,97.22512
3441,100.93422
3442,117.55503
3443,101.49725
3444,105.04182
3445,94.090996
3446,105.91791
3449,94.71123
3453,97.40806
3457,101.72547
3460,103.34522
3461,105.67299
3462,93.77172
3464,106.14578
3465,77.248085
3466,97.09278
3467,104.54425
3468,97.31559
3469,102.68596
3470,95.334465
3472,110.26381
3473,99.278725
3475,94.524895
3476,109.19742
3478,106.30053
3479,94.76924
3483,94.93077
3484,107.29119
3485,101.309166
3487,94.65992
3488,108.60941
3496,111.55522
3497,100.24828
3499,103.05217
3500,76.77187
3501,97.29518
3504,93.56388
3508,101.441605
3511,95.439865
3512,109.256165
3515,92.49171
3517,95.26353
3518,96.81412
3526,108.046036
3528,113.90912
3529,99.61545
3530,116.20653
3531,92.994934
3532,103.791824
3533,96.42561
3534,95.00269
3535,77.30773
3536,99.182304
3537,111.17747
3538,92.11952
3539,102.31884
3540,102.90572
3545,107.54066
3546,92.334145
3550,106.59952
3551,103.81732
3553,96.52277
3554,103.34522
3557,92.034836
3558,109.03194
3559,94.71123
3561,92.195946
3562,110.26381
3563,96.33862
3564,105.33048
3565,94.090996
3567,94.53412
3571,105.33048
3572,97.64802
3574,110.042206
3576,96.208466
3577,106.95808
3578,95.08365
3579,94.38623
3583,95.31928
3585,103.85039
3586,106.30071
3587,112.55156
3593,94.06694
3594,104.068306
3595,94.94548
3599,95.72179
3600,105.377335
3601,110.26381
3602,94.71123
3604,99.08094
3609,118.10299
3610,105.72603
